intent,hindi
inform_payment_done,पेमेंट पूरा हुआ
inform_payment_done,मैंने इन्सटॉलमेंट भर दी है 
inform_payment_done,मैंने पेमेंट करदी है. क्या आपको मिल गयी ?
inform_payment_done,इस महीने की पेमेंट कर दी है
inform_payment_done,पेमेंट होगयी 
inform_payment_done,मैंने पेमेंट करदी है
inform_payment_done,इस महीने की  ईएमआई भर दिया है 
inform_payment_done,इस महीने का पेमेंट पूरा हो चुका है
inform_payment_done, मैं आपको यह बताना चाहती हु की इस महीने की  ईएमआई भर दिया है 
inform_payment_done,इस महीने की  ईएमआई ट्रांसफर कर  दिया है 
inform_payment_done,इस महीने की किस्त आपको दी गई है
inform_payment_done,क्या आप कन्फर्म कर सकते है के आपको इन्सटॉलमेंट मिल गयी है ?
inform_payment_done,इस महीने के लिए मेरी ईएमआई ट्रांसफर कर दी
inform_payment_done,पेमेंट कर दी है 
inform_payment_done,आवश्यक अमाउंट पे कर दिया 
inform_payment_done,ईएमआई भर दिया
inform_payment_done,पेमेंट करदी है. चेक करो 
inform_payment_done, इन्सटॉलमेंट भर दी 
inform_payment_done,इस महीने के लिए ईएमआई का पेमेंट  किया गया है
inform_payment_done,इस महीने का लोन भर दिया है 
inform_payment_done,इस महीने का इन्सटॉलमेंट हो गया है
inform_payment_done,आवश्यक अमाउंट पे किया गया है।चेक करके बता 
inform_payment_done,यह महीने का  ईएमआई पे  कर दिया है 
inform_payment_done,इस महीने का पेमेंट  किया
inform_payment_done,पेमेंट करदी गयी है 
inform_payment_done,इस महीने का पेमेंट कर दिया 
inform_payment_done,यह आपको सूचित करना है कि मैंने इस महीने के लिए ईएमआई का पेमेंट किया है। कृपया कन्फर्म करे 
inform_payment_done,ईएमआई पेमेंट होगयी है 
inform_payment_done,आशा है कि आपको इस महीने के लिए ई.एम.आई मिल गयी 
inform_payment_done,मैंने पेमेंट कर दिया है
inform_payment_done,मैंने इएमआई का पेमेंट कर दिया है
inform_payment_done,सफलतापूर्वक पेमेंट कर दिया है
inform_payment_done,मैंने इऍमआई भरना ख़त्म कर लिया है
inform_payment_done,इस महीने की इएमआइ पेमेंट मैंने पूरी कर ली है
inform_payment_done,मेरी इस महीने की इन्सटॉलमेंट पूरी हो गयी है
inform_payment_done,आपको सूचित किया जाता है की पेमेंट हो गया है
inform_payment_done,आपको सूचित करना चाहता हूँ की पेमेंट कर दिया गया है
inform_payment_done,मैंने इस महीने की पेमेंट कर दी है
inform_payment_done,मैंने पहले ही पेमेंट कर दिया था
inform_payment_done,पहले ही पेमेंट ऑटो डेबिट हो चूका है
inform_payment_done,मैं आपको बताना चाहता हूँ की पेमेंट पहले ही डेबिट हो चूका है
inform_payment_done,इस महीने का पेमेंट अभी हो गया है
inform_payment_done,आपको बताना चाहूंगा की मैंने इएमआइ का पेमेंट कर दिया है
inform_payment_done,मैंने इएमआइ अमाउंट ट्रांसफर कर दिया है
inform_payment_done,मैंने पेमेंट ट्रांसफर पूरा कर दिया है
inform_payment_done,इस महीने का हो गया है
inform_payment_done,इस महीने की इऍमआइ मैंने क्लियर कर दी है
inform_payment_done,पेमेंट क्लियर हो चूका है
inform_payment_done,आपको सूचित करना चाहूंगा की मैंने पेमेंट क्लियर कर दिया है
inform_payment_done,आपको पेमेंट के बारे में सुनिश्चित करना चाहूंगा
inform_payment_done,इस महीने के पेमेंट क्लीयरेंस के बारे में आपको सूचित करना चाहूंगा
inform_payment_done,इस महीने का पेमेंट मैंने कर दिया है क्या आपने प्राप्त किया
inform_payment_done,मैंने अभी पेमेंट क्लियर किया आपको मिला क्या
inform_payment_done,मैंने पेमेंट पूरा कर लिया है क्या आप मुझे कन्फर्म कर सकते हैं
inform_payment_done,पेमेंट पहले ही क्लियर कर दिया है 
inform_pay_with_other_method,क्या मैं  चेक से पे कर दू 
inform_pay_with_other_method,क्या मैं इन ई अफ टी सकता हु ?
inform_pay_with_other_method,मैं जीपे से पे करूँगा 
inform_pay_with_other_method,क्या मई कोई और तरीके से पेकर सकता हु  
inform_pay_with_other_method,क्या पेमेंट का कोई दूसरा ऑप्शन है 
inform_pay_with_other_method,मैं कॅश में पे कर रहा हूँ 
inform_pay_with_other_method,पेटीएम से पे करूँगा 
inform_pay_with_other_method,फ़ोनपे  यूपीआई से पेकरूँगा 
inform_pay_with_other_method,मैं बैंक आऊंगा और अपना कार्ड स्वाइप करूंगा
inform_pay_with_other_method,मैं एक डिमांड ड्राफ्ट जमा करूंगा
inform_pay_with_other_method,मैं कोई और मेथड से पे करूँगा 
inform_pay_with_other_method,पेटीएम से पे करना चाहूंगा 
inform_pay_with_other_method,चेक से पे करूँगा 
inform_pay_with_other_method,जीपे से पैसे भरूंगा 
inform_pay_with_other_method,पेटीएम यूज़  करके  पेमेंट करूँगा 
inform_pay_with_other_method,मैं अपने यूपीआई यूज़ करके  करके ईएमआई का  पेमेंट करूँग
inform_pay_with_other_method,पेमेंट करने के लिए पेटीएम का उपयोग करेगा
inform_pay_with_other_method,जीपे से पे करने वाला हूँ 
inform_pay_with_other_method,मेरे क्रेडिट कार्ड से  पेमेंट करूँगा 
inform_pay_with_other_method,पेटीएम यूज़  करके ईएमआई भर दूंगा 
inform_pay_with_other_method,मैं गूगल पे का यूज़ करके पे करना चाहूंगा
inform_pay_with_other_method,मैं  इन्सटॉलमेंट कॅश में दुगा 
inform_pay_with_other_method,पेटीएम वॉलेट से करना चाहूंगा
inform_pay_with_other_method,मैं एक बैंक ट्रांसफर  करना चाहता हूँ
inform_pay_with_other_method,मैं गूगल पे का यूज़ करके पे करना चाहता हूं
inform_pay_with_other_method,मैं चेक से भुगतान करूंगा
inform_pay_with_other_method,मैं नेट बैंकिंग द्वारा पेमेंट करूँगा
inform_pay_with_other_method,मैं फ़ोन पे द्वारा ट्रांजेक्शन  करूँगा
inform_pay_with_other_method,ठीक है युपिआई द्वारा पेमेंट करूँगा
inform_pay_with_other_method,मैं गूगल पे द्वारा पेमेंट करूँगा
inform_pay_with_other_method,इऍमआई का पेमेंट पेटीऍम से होगा
inform_pay_with_other_method,मैं पेमेंट बैंक ट्रांसफर द्वारा करूँगा
inform_pay_with_other_method,मैं पेमेंट डिजिटल ट्रांजेक्शन द्वारा करूँगा
inform_payment_going_on,मैं अभी पेमेंट  कर रहा हूँ 
inform_payment_going_on,पेमेंट चालू है 
inform_payment_going_on,मैंने पेमेंट  शुरू किया है
inform_payment_going_on,ईएमआई अभी पे कर रहा हु 
inform_payment_going_on,अभी पेमेंट कर रहा हूँ 
inform_payment_going_on,मैं अभी पेकर ही रहा था 
inform_payment_going_on,हा पेमेंट अभी चालू है 
inform_payment_going_on,पेमेंट अब शुरू किया गया है
inform_payment_going_on, हा पेमेंट का प्रोसेस शुरू किया है अभी 
inform_payment_going_on,पेमेंट कर रहा हूँ
inform_payment_going_on,अभी पे कर रहा हूँ 
inform_payment_going_on,अब किश्त का पेमेंट  कर रहा हूँ 
inform_payment_going_on,पे कर रहा हूँ अभी 
inform_payment_going_on,पेमेंट चालू है
inform_payment_going_on,पेमेंट कर रहा हूँ
inform_payment_going_on,अमाउंट अभी पे कर रहा हूँ 
inform_payment_going_on,कर रहा हूँ 
inform_payment_going_on,पैसे ट्रांसफर कर रहा हूँ 
inform_payment_going_on,पेमेंट अभी शुरू किया है 
inform_payment_going_on,इन्सटॉलमेंट दे रहा हु 
inform_payment_going_on,मैंने पेमेंट प्रोसेस शुरू कर  दिया है 
inform_payment_going_on,अभी ईएमआई पे कर रहा हूँ 
inform_payment_going_on,हा अभी पे कर रहा हूँ 
inform_payment_going_on,पेमेंट कर रहा हूँ 
inform_payment_going_on,हा अभी अमाउंट ही ट्रांसफर कर रहा हूँ 
inform_payment_going_on,हा मैं अभी पे कर रहा हूँ 
inform_payment_going_on,हा मैंने मनी ट्रांसफर शुरू कर दिया है 
inform_payment_going_on,हा अभी हे पेमेंट शुरू कीया हैं 
inform_payment_going_on,मैं पेमेंट प्रोसेस कर रहा हूँ
inform_payment_going_on,पेमेंट हो रहा है
inform_payment_going_on,मैं अभी पेमेंट कर रहा हूँ
inform_payment_going_on,अभी अभी तुरंत पेमेंट प्रोसेस कर रहा हूँ
inform_payment_going_on,पेमेंट प्रोसेस जारी है
inform_payment_going_on,मैं लगभग पेमेंट कर चूका हूँ
inform_payment_going_on,मैं कुछ ही समय में पेमेंट पूरा कर दूंगा
inform_payment_going_on,इऍमआइ पेमेंट प्रोसेस में है
inform_payment_going_on,पेमेंट प्रोसेस पूरी हो रही है
inform_payment_going_on,अभी पेमेंट प्रोसेस पे काम कर रहा हूँ
inform_payment_going_on,मैं अभी पेमेंट क्लियर कर रहा हूँ
inform_payment_going_on,पेमेंट जारी है कुछ समय में पूरा हो जायेगा
inform_payment_going_on,पेमेंट प्रोसेस पूरा होने वाला है
inform_payment_going_on,थोड़ी देर में पेमेंट प्रोसेस पूरा हो जायेगा
inform_payment_going_on,थोड़ी देर में पेमेंट पूरा होने वाला है
inform_payment_going_on,पेमेंट क्लियर होने की प्रक्रिया चल रही है
inform_payment_going_on,इऍमआइ पेमेंट के बीच में हूँ
inform_payment_going_on,पेमेंट प्रोसेस जारी है
inform_payment_going_on,जल्द ही कुछ समय में पेमेंट मिल जाएगा
inform_payment_going_on,पेमेंट जारी है जल्दी ही आपको मिल जाएगी
inform_payment_going_on,प्रोसेस हो रहा है थोड़ा समय लगेगा
inform_payment_going_on,इऍमआइ पेमेंट प्रोग्रेस में है
inform_payment_going_on,कुछ ही समय में आपको पेमेंट प्राप्त हो जायेगा
inform_payment_going_on,पेमेंट प्रोग्रेस में है
inform_payment_going_on,आपको जल्द ही पेमेंट मिल जायेगा
inform_payment_going_on,ईएमआई पेमेंट की प्रगति जारी है
inform_payment_going_on,इऍमआइ पेमेंट प्रोसेस में है
inform_payment_going_on,पेमेंट प्रोसेस जारी है
inform_payment_going_on,जल्द ही आपको अमाउंट प्राप्त हो जायेगा
inform_payment_going_on,आज कभी भी आपको पेमेंट प्राप्त हो जायेगा
inform_payment_going_on,पेमेंट प्रोग्रेस में है आपको थोड़ी देर में मिल जायेगा
inform_payment_going_on,पेमेंट प्रोसेसिंग चरण में है
inform_payment_going_on,पेमेंट कुछ ही समय में हो जायेगा
inform_issue_in_payment,पेमेंट करते हुए एरर आ रहे है 
inform_issue_in_payment,पेमेंट पूरी नहीं हो पा रही 
inform_issue_in_payment,पेज नॉट फाउंड एरर आ रहा है 
inform_issue_in_payment,पेमेंट लिंक एक्सपिरे होगयी है 
inform_issue_in_payment,पेमेंट करते टाइम पेज क्रैश हो रहा है 
inform_issue_in_payment,डिटेल्स डालनेके बाद ओटीपी नहीं आ रहा 
inform_issue_in_payment,पेमेंट मेथड एक्सेप्ट नहीं हो रही 
inform_issue_in_payment,गलत लिंक मिली है 
inform_issue_in_payment,"सही इनफार्मेशन डालने पर भी , गलत इन्फ़ोर्मतिओ डाली है ऐसा एरर आ रहा है "
inform_issue_in_payment,पेमेंट करनेके  प्रोसेसिग दिखा रहा है 
inform_issue_in_payment,वेबसाइट  साथ कपटिब्ले नहीं है 
inform_issue_in_payment,पेमेंट कन्फर्मेशन नहीं मिला 
inform_issue_in_payment,मुझे 'वॉलेट पेमेंट फेलियर ' आ रहा है 
inform_issue_in_payment,पेमेंट वेबसाइट बंद हैं 
inform_issue_in_payment,पेमेंट फेल्ड 
inform_issue_in_payment,बैंक सर्वर डाउन है
inform_issue_in_payment,"पैसा काट लिया गया, लेकिन पेमेंट नहीं होने की बात कहते हुए पॉप अप हो गया"
inform_issue_in_payment,"मेरी कस्टमर  आईडी जोड़ने के बाद, यह कहता है कि रिकॉर्ड नहीं मिला"
inform_issue_in_payment,पेमेंट पेज लोड नहीं  हो  रहा 
inform_issue_in_payment,पेमेंट डिटेल्स डालनेके बाद पेज अटक जाता है 
inform_issue_in_payment,नेटव्रक इशू हो रहा हैं 
inform_issue_in_payment,पेमेंट लिंक काम नहीं कर रहा 
inform_issue_in_payment,पेमेंट पेज बार बार अटक रहा है 
inform_issue_in_payment,पेमेंट पेज रेस्पोंद नहीं कर रहा है
inform_issue_in_payment,पेटीएम वॉलेट लिंक 
inform_issue_in_payment,पेमेंट प्रोसेस नहीं हो पाया 
inform_issue_in_payment,पासवर्ड भूल गए और इसे रीसेट नहीं कर सके
inform_issue_in_payment,यह  लिंक काम नहीं कर रही 
inform_issue_in_payment,मेरी रिक्वेस्ट प्रोसेस हे नहीं हो पा रही 
inform_issue_in_payment,बराबर नेटव्रक नहीं मिल रहा 
inform_issue_in_payment,मुझे इऍमआइ पेमेंट करने में कुछ दिक्कत आ रही है
inform_issue_in_payment,पेमेंट डिक्लाइन हो रहा है
inform_issue_in_payment,आपके द्वारा भेजे गए लिंक से पेमेंट नहीं कर पा रहा हूँ
inform_issue_in_payment,कुछ दिक्कत है लिंक में
inform_issue_in_payment,पेमेंट नहीं कर पा रहा हूँ
inform_issue_in_payment,कुछ इशू है ऑटो डेबिट पेमेंट में
inform_issue_in_payment,भेजा हुआ लिंक नहीं खुल रहा है
inform_issue_in_payment,यह  पेमेंट फेल दिखा रहा है
inform_issue_in_payment,यह सर्वर डाउन दिखा रहा है
inform_issue_in_payment,बैंक सर्वर में कुछ दिक्कत है
inform_issue_in_payment,अकाउंट में कुछ दिक्कत है
inform_issue_in_payment,पेमेंट डिक्लाइन हो गया
inform_issue_in_payment,मैंने पेमेंट कर दिया है पर वो दिखा नहीं रहा है
inform_issue_in_payment,ट्रांजेक्शन पूरा नहीं कर पा रहा हूँ
inform_issue_in_payment,मैं लिंक नहीं खोल पा रहा हूँ
inform_issue_in_payment,पेमेंट लिंक काम नहीं कर रहा है
inform_issue_in_payment,पेमेंट कन्फर्मेशन नहीं मिल रहा है
inform_issue_in_payment,पेमेंट रिजेक्ट हो गया
inform_issue_in_payment,लिंक में कुछ दिक्कत है
inform_issue_in_payment,लिंक पेमेंट के लिए डायरेक्ट नहीं कर रहा है
inform_issue_in_payment,पेमेंट नहीं हो पा रहा है
inform_issue_in_payment,मैं पेमेंट पूरा नहीं कर पा रहा हूँ
inform_issue_in_payment,नेटवर्क में कुछ दिक्कत है
inform_issue_in_payment,मैं पेमेंट इशू फेस कर रहा हूँ
inform_issue_in_payment,दिए हुए लिंक से पेमेंट नहीं कर पा  रहा हूँ
inform_issue_in_payment,दिया हुआ लिंक ठीक से काम नहीं कर रहा है
inform_issue_in_payment,बैंक सर्वर डाउन होने की वजह से पेमेंट में डिले हो रहा है
inform_issue_in_payment,लिंक क्लिक करने पे एरर दिखा रहा है
inform_issue_in_payment,लिंक पेमेंट पेज ओपन नहीं कर रहा है
inform_issue_in_payment,मेरे नंबर पर ओ टी पि नहीं आ रहा है
inform_issue_in_payment,पेमेंट प्रोसेस फ़ैल हो रहा है
inform_issue_in_payment,पेमेंट प्रोसेस के समय पेज हैंग हो रहा है
inform_issue_in_payment,लिंक में कुछ इशू है
agree_to_proceed,हा बताओ
agree_to_proceed,जी बताइये
agree_to_proceed,हां में अभी बात कर सकता हूं। 
agree_to_proceed,में बात बात कर सकता हूं। 
agree_to_proceed,बोलिये 
agree_to_proceed,आप बताइए मुझे 
agree_to_proceed,हमें और बताएँ
agree_to_proceed,कृपया बोलना जारी रखें
agree_to_proceed,कृपया समझाते रहें
agree_to_proceed,"ज़रूर, जारी रखें!"
agree_to_proceed,मैं अब आपसे बात कर सकता हूं।
agree_to_proceed,"हां, यह चर्चा करने का एक अच्छा समय है"
agree_to_proceed,आप बताएं मैं सुन रहा हूँ
agree_to_proceed,बताइये
agree_to_proceed,"मैं सुन रहा हूँ आपको, बताएं"
agree_to_proceed,आप बताइए मैं ध्यान दे रहा हूँ
agree_to_proceed,मुझे बताओ कि तुम क्या कह रहे थे।
agree_to_proceed,आप बोल सकते हो 
agree_to_proceed,मैं अभी सुन सकता हूँ आप कहिये
agree_to_proceed,हाँ आगे बातएं
agree_to_proceed,मैं समझ रहा आप बताते रहिये
agree_to_proceed,मैं बात कर सकता हूँ इस समय
agree_to_proceed,हाँ ठीक है बोलिए
agree_to_proceed,बताइए आपकी आवाज़ साफ़ आ रही है
agree_to_proceed,आवाज़ समझ पा रहा हूँ मैं बताओ तुम
agree_to_proceed,कहिये क्या बताना है
agree_to_proceed,यह बात हो गयी थी आगे बताइये
agree_to_proceed,"मैं समझ आ रहा आपकी बात, आप आगे बताइए"
agree_to_proceed,इसके अलावा क्या बताना है वो बताओ
agree_to_proceed,हाँ आप बोलो
agree_to_proceed,"सुन पा रहा हूँ, आप आगे बता सकते"
agree_to_proceed,"जी, इसके बारे में और बताइए"
agree_to_proceed,ठीक है आगे?
agree_to_proceed,हाँ आप कर सकते हैं।
agree_to_proceed,हाँ अब बोलो
agree_to_proceed,आगे बतायें
agree_to_proceed,आप बता सकते हो
agree_to_proceed,आगे बताओ
disagree_to_proceed,में अभी व्यस्त हु 
disagree_to_proceed,नहीं करनी बात
disagree_to_proceed,में अभी बात नहीं कर सकता 
disagree_to_proceed,मुझे परेशान मत करो
disagree_to_proceed,अभी नहीं बात कर पाउँगा
disagree_to_proceed,सुनना ही नहीं है हमे अभी
disagree_to_proceed,अभी सही  टाइम नहीं है बात करने का
disagree_to_proceed,मैं अभी नहीं समझ पाउँगा क्यूंकि बिजी हूँ
disagree_to_proceed,आप अभी नहीं बताइये क्यूंकि मेरे पास टाइम नहीं है
disagree_to_proceed,यह टाइम नहीं बात हो पायेगी
disagree_to_proceed,अभी नहीं करूँगा बात
disagree_to_proceed,बात नहीं कर सकता अभी
disagree_to_proceed,मैं नहीं करूँगा बात अभी
disagree_to_proceed,मुझे अभी नहीं समझना
disagree_to_proceed,काम है हमे तो अभी बात नहीं कर सकते हम
disagree_to_proceed,नहीं बात करनी मुझे
disagree_to_proceed,अभी नहीं सुनना मुझे कुछ भी
disagree_to_proceed,अभी मत बताओ
disagree_to_proceed,"अभी तकलीफ मत उठाये , मैं व्यस्त हूं"
disagree_to_proceed,आगे न बताओ
disagree_to_proceed,नहीं कर सकता बात
disagree_to_proceed,अब नहीं बात कर सकता हूँ
disagree_to_proceed,मैं अभी नहीं करुँगा बात किसी से भी
disagree_to_proceed,आगे नहीं सुनना है हमे
disagree_to_proceed,अभी नहीं सुनना
disagree_to_proceed,मैं नहीं बात कर रहा
disagree_to_proceed,इस समय बात करना मुश्किल है
disagree_to_proceed,मैं बिजी हूँ
disagree_to_proceed,"नहीं, अभी बात नहीं होगी"
disagree_to_proceed,"नहीं, अभी नहीं बात हो सकती है"
disagree_to_proceed,अरे नहीं जानना हमे अभी
disagree_to_proceed,आगे बात नहीं करनी
disagree_to_proceed,अभी कॉल पे बात नहीं कर सकता
disagree_to_proceed,आगे नहीं जानना है
disagree_to_proceed,अभी मत बताओ अब
disagree_to_proceed,मैं बिजी हूँ
disagree_to_proceed,मैं बिजी हूं इसलिए मैं इसे जारी रखने के लिए असहमत हूं
disagree_to_proceed,मैं नहीं चाहता ये कॉल
agree_to_pay,पे कर देंगे
agree_to_pay,मुझे याद है की पे करना है I कर दूंगा
agree_to_pay,मैं समय के अनुसार पैसे भर दूंगा 
agree_to_pay,मुझे पेमेंट  करना याद रहेगा 
agree_to_pay,"हाँ, मैं पे करूंगा"
agree_to_pay,"हां, मैं पेमेंट  करना चाहूंगा"
agree_to_pay,मैं समय पर पैसे भर दूंगा 
agree_to_pay,पे करना है न पे कर दूंगा
agree_to_pay,हो जायेगा
agree_to_pay,टाइम से पहले ही कर दूंगा पे
agree_to_pay,मैं पैसे भर दूंगा
agree_to_pay,थोड़ा समय दो| पे करूँगा
agree_to_pay,यह  हो जायेगा
agree_to_pay,ये पेमेंट दे दूंगा
agree_to_pay,"हाँ, मैं पे  कर दूंगा।"
agree_to_pay,मैं तिथि के अनुसार भुगतान करूंगा
agree_to_pay,डेट से पहले ही पेमेंट हो जाएगी
agree_to_pay,मैं पेमेंट करने के लिए तैयार हूँ
agree_to_pay,पेमेंट देनी है हमें
agree_to_pay,मैं पे करना चाहता हूँ
agree_to_pay,"हां, मैं पे करने के लिए तैयार हूं"
agree_to_pay,यदि आप चाहें तो मैं अभी पैसे भर सकता हूं
agree_to_pay,मैं तुरंत  पेमेंट कर सकता हूं
agree_to_pay,कर दूंगा पे
agree_to_pay,मैं अब  पेमेंट  करना चाहता हूँ
agree_to_pay,जब भी संभव होगा पे कर दूंगा
agree_to_pay,मै इसके लिए पे करना चाहता हूं
agree_to_pay,"हाँ, मै पैसे भर सकता हूँ"
agree_to_pay,चुका दूंगा
agree_to_pay,"जरूर , मैं पेमेंट  करूंगा"
agree_to_pay,मुझे पेमेंट  करना याद होगा
agree_to_pay,मैंने कहा मैं पैसे दूंगा
agree_to_pay,मुझे पता है कि मुझे पैसे भरने है और मैं करूंगा
agree_to_pay,हां मैं ईएमआई का पेमेंट करूंगा
agree_to_pay,मुझे ईएमआई का पेमेंट करना याद होगा
agree_to_pay,पैसे मैं दूंगा
agree_to_pay,"हां, मैं ईएमआई का पेमेंट  करूंगा"
agree_to_pay,"हां, मैं पेमेंट करूंगा"
agree_to_pay,मैं चूका सकता हु
agree_to_pay,मैं तुरंत पैसे दे दूंगा 
agree_to_pay,समय से पहले  पेमेंट कर दूंगा
agree_to_pay,"जरूर , पे करेंगे"
agree_to_pay,मुझे पता है कि तारीख नजदीक आ रही है। पैसे मैं दूंगा।
agree_to_pay,"ठीक है, मैं ईएमआई का पेमेंट करूंगा"
agree_to_pay,मैं अंतिम तिथि के अनुसार पेमेंट करूँगा
agree_to_pay,मैं याद से पेमेंट करूँगा 
agree_to_pay,निश्चित रूप से। पैसे मैं दूंगा
disagree_to_pay,"नहीं, मैं भुगतान नहीं कर सकता।"
disagree_to_pay,मैं भुगतान नहीं कर पाऊंगा।
disagree_to_pay,यह भुगतान नहीं किया जाएगा।
disagree_to_pay,मैं अभी  पेमेंट नहीं कर सकता
disagree_to_pay, पेमेंट नहीं कर सकते
disagree_to_pay,अभी  पेमेंट नहीं करेंगे
disagree_to_pay,"नहीं, मैं  पे नहीं करना चाहता"
disagree_to_pay,आगामी तिथि पर पेमेंट नहीं कर पाउँगा
disagree_to_pay,इस बार पे नहीं कर पायेंगे हम
disagree_to_pay,नहीं करना है पेमेंट
disagree_to_pay,मैं पेमेंट करने के लिए असहमत हूं
disagree_to_pay,प्रोब्लेम्स  के कारण इस बार पैसे नहीं भर पाउँगा  नहीं कर पाउँगा
disagree_to_pay,पे नहीं कर सकता हूँ
disagree_to_pay,मैं पेमेंट नहीं करूंगा
disagree_to_pay,"दूसरी बार एक साथ कर दूंगा पे, अभी नहीं कर सकता"
disagree_to_pay,नहीं पे हो पायेगा इस वक़्त
disagree_to_pay,ये पेमेंट नहीं  होगी
disagree_to_pay,मैं पे नहीं कर सकता
disagree_to_pay,पे कर सकता तो कर देता पर नहीं होगा इस बार
disagree_to_pay,प्रोब्लेम्स  के कारण इस बार पैसे नहीं भर पाउँगा 
disagree_to_pay,मैं किसी और वक़्त कर दूंगा पे अभी नहीं
disagree_to_pay,ये पेमेंट अमाउंट नहीं पे कर पाउँगा
disagree_to_pay,आप समझो मेरी बात को नहीं पे कर सकता
disagree_to_pay,पैसे नहीं है पे करने के लिए
disagree_to_pay,पेमेंट नहीं हो पायेगा
disagree_to_pay,पेमेंट नहीं करना है मुझे
disagree_to_pay,नहीं करूँगा
disagree_to_pay,"कभी और पे कर दूंगा, आज नहीं"
disagree_to_pay,पेमेंट नहीं हो पाएगी
